id,claim,claim_type
5275,India became independent in 1947.,TEMPORAL
5276,Python is the best language.,OPINION
5277,All mammals are animals.,LOGICAL
5278,Mount Everest is the tallest mountain.,FACTUAL
5279,Mount Everest is the tallest mountain.,FACTUAL
5280,India became independent in 1947.,TEMPORAL
5281,If A>B and B>C then A>C.,LOGICAL
5282,15 + 27 = 42.,NUMERIC
5283,Mount Everest is the tallest mountain.,FACTUAL
5284,AI is the greatest invention.,OPINION
5285,Every square is a rectangle.,LOGICAL
5286,Mount Everest is the tallest mountain.,FACTUAL
5287,Python is the best language.,OPINION
5288,Water freezes at 0°C.,FACTUAL
5289,The Olympics were held in Tokyo in 2021.,TEMPORAL
5290,Mount Everest is the tallest mountain.,FACTUAL
5291,Paris is the capital of France.,FACTUAL
5292,All mammals are animals.,LOGICAL
5293,The Earth is 149.6 million km from the Sun.,NUMERIC
5294,15 + 27 = 42.,NUMERIC
5295,Paris is the capital of France.,FACTUAL
5296,All mammals are animals.,LOGICAL
5297,Water freezes at 0°C.,FACTUAL
5298,A triangle has 3 sides.,NUMERIC
5299,Paris is the capital of France.,FACTUAL
5300,Mount Everest is the tallest mountain.,FACTUAL
5301,A triangle has 3 sides.,NUMERIC
5302,15 + 27 = 42.,NUMERIC
5303,Every square is a rectangle.,LOGICAL
5304,Water freezes at 0°C.,FACTUAL
5305,The company was founded in 2010.,TEMPORAL
5306,A triangle has 3 sides.,NUMERIC
5307,A triangle has 3 sides.,NUMERIC
5308,If A>B and B>C then A>C.,LOGICAL
5309,Paris is the capital of France.,FACTUAL
5310,15 + 27 = 42.,NUMERIC
5311,The Olympics were held in Tokyo in 2021.,TEMPORAL
5312,15 + 27 = 42.,NUMERIC
5313,Every square is a rectangle.,LOGICAL
5314,India became independent in 1947.,TEMPORAL
5315,All mammals are animals.,LOGICAL
5316,All mammals are animals.,LOGICAL
5317,Mount Everest is the tallest mountain.,FACTUAL
5318,The company was founded in 2010.,TEMPORAL
5319,This movie is fantastic.,OPINION
5320,Paris is the capital of France.,FACTUAL
5321,The Earth is 149.6 million km from the Sun.,NUMERIC
5322,The company was founded in 2010.,TEMPORAL
5323,All mammals are animals.,LOGICAL
5324,Python is the best language.,OPINION
5325,The Earth is 149.6 million km from the Sun.,NUMERIC
5326,Mount Everest is the tallest mountain.,FACTUAL
5327,The company was founded in 2010.,TEMPORAL
5328,Every square is a rectangle.,LOGICAL
5329,The Earth is 149.6 million km from the Sun.,NUMERIC
5330,A triangle has 3 sides.,NUMERIC
5331,The company was founded in 2010.,TEMPORAL
5332,All mammals are animals.,LOGICAL
5333,India became independent in 1947.,TEMPORAL
5334,Python is the best language.,OPINION
5335,If A>B and B>C then A>C.,LOGICAL
5336,Python is the best language.,OPINION
5337,A triangle has 3 sides.,NUMERIC
5338,Python is the best language.,OPINION
5339,Paris is the capital of France.,FACTUAL
5340,Mount Everest is the tallest mountain.,FACTUAL
5341,Water freezes at 0°C.,FACTUAL
5342,A triangle has 3 sides.,NUMERIC
5343,All mammals are animals.,LOGICAL
5344,AI is the greatest invention.,OPINION
5345,Paris is the capital of France.,FACTUAL
5346,The Olympics were held in Tokyo in 2021.,TEMPORAL
5347,India became independent in 1947.,TEMPORAL
5348,The Earth is 149.6 million km from the Sun.,NUMERIC
5349,A triangle has 3 sides.,NUMERIC
5350,Paris is the capital of France.,FACTUAL
5351,This movie is fantastic.,OPINION
5352,India became independent in 1947.,TEMPORAL
5353,The Olympics were held in Tokyo in 2021.,TEMPORAL
5354,Mount Everest is the tallest mountain.,FACTUAL
5355,Every square is a rectangle.,LOGICAL
5356,India became independent in 1947.,TEMPORAL
5357,A triangle has 3 sides.,NUMERIC
5358,The Olympics were held in Tokyo in 2021.,TEMPORAL
5359,15 + 27 = 42.,NUMERIC
5360,AI is the greatest invention.,OPINION
5361,A triangle has 3 sides.,NUMERIC
5362,A triangle has 3 sides.,NUMERIC
5363,Every square is a rectangle.,LOGICAL
5364,India became independent in 1947.,TEMPORAL
5365,Every square is a rectangle.,LOGICAL
5366,Paris is the capital of France.,FACTUAL
5367,All mammals are animals.,LOGICAL
5368,15 + 27 = 42.,NUMERIC
5369,15 + 27 = 42.,NUMERIC
5370,15 + 27 = 42.,NUMERIC
5371,A triangle has 3 sides.,NUMERIC
5372,AI is the greatest invention.,OPINION
5373,A triangle has 3 sides.,NUMERIC
5374,Water freezes at 0°C.,FACTUAL
5375,If A>B and B>C then A>C.,LOGICAL
5376,A triangle has 3 sides.,NUMERIC
5377,15 + 27 = 42.,NUMERIC
5378,All mammals are animals.,LOGICAL
5379,AI is the greatest invention.,OPINION
5380,The Olympics were held in Tokyo in 2021.,TEMPORAL
5381,This movie is fantastic.,OPINION
5382,The Earth is 149.6 million km from the Sun.,NUMERIC
5383,All mammals are animals.,LOGICAL
5384,The Olympics were held in Tokyo in 2021.,TEMPORAL
5385,All mammals are animals.,LOGICAL
5386,If A>B and B>C then A>C.,LOGICAL
5387,Every square is a rectangle.,LOGICAL
5388,Python is the best language.,OPINION
5389,All mammals are animals.,LOGICAL
5390,All mammals are animals.,LOGICAL
5391,If A>B and B>C then A>C.,LOGICAL
5392,Water freezes at 0°C.,FACTUAL
5393,Python is the best language.,OPINION
5394,A triangle has 3 sides.,NUMERIC
5395,The Earth is 149.6 million km from the Sun.,NUMERIC
5396,If A>B and B>C then A>C.,LOGICAL
5397,The Olympics were held in Tokyo in 2021.,TEMPORAL
5398,The Olympics were held in Tokyo in 2021.,TEMPORAL
5399,Python is the best language.,OPINION
5400,All mammals are animals.,LOGICAL
5401,India became independent in 1947.,TEMPORAL
5402,All mammals are animals.,LOGICAL
5403,15 + 27 = 42.,NUMERIC
5404,Paris is the capital of France.,FACTUAL
5405,Python is the best language.,OPINION
5406,The Olympics were held in Tokyo in 2021.,TEMPORAL
5407,If A>B and B>C then A>C.,LOGICAL
5408,Every square is a rectangle.,LOGICAL
5409,The Olympics were held in Tokyo in 2021.,TEMPORAL
5410,If A>B and B>C then A>C.,LOGICAL
5411,AI is the greatest invention.,OPINION
5412,All mammals are animals.,LOGICAL
5413,Water freezes at 0°C.,FACTUAL
5414,AI is the greatest invention.,OPINION
5415,The Earth is 149.6 million km from the Sun.,NUMERIC
5416,The company was founded in 2010.,TEMPORAL
5417,The company was founded in 2010.,TEMPORAL
5418,Every square is a rectangle.,LOGICAL
5419,The company was founded in 2010.,TEMPORAL
5420,Mount Everest is the tallest mountain.,FACTUAL
5421,If A>B and B>C then A>C.,LOGICAL
5422,15 + 27 = 42.,NUMERIC
5423,All mammals are animals.,LOGICAL
5424,The company was founded in 2010.,TEMPORAL
5425,Mount Everest is the tallest mountain.,FACTUAL
5426,The Earth is 149.6 million km from the Sun.,NUMERIC
5427,This movie is fantastic.,OPINION
5428,The Earth is 149.6 million km from the Sun.,NUMERIC
5429,A triangle has 3 sides.,NUMERIC
5430,Python is the best language.,OPINION
5431,15 + 27 = 42.,NUMERIC
5432,Paris is the capital of France.,FACTUAL
5433,If A>B and B>C then A>C.,LOGICAL
5434,AI is the greatest invention.,OPINION
5435,AI is the greatest invention.,OPINION
5436,All mammals are animals.,LOGICAL
5437,If A>B and B>C then A>C.,LOGICAL
5438,The company was founded in 2010.,TEMPORAL
5439,Python is the best language.,OPINION
5440,Every square is a rectangle.,LOGICAL
5441,The company was founded in 2010.,TEMPORAL
5442,Every square is a rectangle.,LOGICAL
5443,Paris is the capital of France.,FACTUAL
5444,This movie is fantastic.,OPINION
5445,The Earth is 149.6 million km from the Sun.,NUMERIC
5446,A triangle has 3 sides.,NUMERIC
5447,Every square is a rectangle.,LOGICAL
5448,India became independent in 1947.,TEMPORAL
5449,The Earth is 149.6 million km from the Sun.,NUMERIC
5450,Paris is the capital of France.,FACTUAL
5451,Mount Everest is the tallest mountain.,FACTUAL
5452,Every square is a rectangle.,LOGICAL
5453,Every square is a rectangle.,LOGICAL
5454,The company was founded in 2010.,TEMPORAL
5455,All mammals are animals.,LOGICAL
5456,The Earth is 149.6 million km from the Sun.,NUMERIC
5457,A triangle has 3 sides.,NUMERIC
5458,15 + 27 = 42.,NUMERIC
5459,All mammals are animals.,LOGICAL
5460,AI is the greatest invention.,OPINION
5461,Every square is a rectangle.,LOGICAL
5462,15 + 27 = 42.,NUMERIC
5463,15 + 27 = 42.,NUMERIC
5464,15 + 27 = 42.,NUMERIC
5465,The Olympics were held in Tokyo in 2021.,TEMPORAL
5466,Every square is a rectangle.,LOGICAL
5467,AI is the greatest invention.,OPINION
5468,15 + 27 = 42.,NUMERIC
5469,India became independent in 1947.,TEMPORAL
5470,All mammals are animals.,LOGICAL
5471,India became independent in 1947.,TEMPORAL
5472,India became independent in 1947.,TEMPORAL
5473,AI is the greatest invention.,OPINION
5474,If A>B and B>C then A>C.,LOGICAL
5475,Paris is the capital of France.,FACTUAL
5476,Water freezes at 0°C.,FACTUAL
5477,Mount Everest is the tallest mountain.,FACTUAL
5478,AI is the greatest invention.,OPINION
5479,Paris is the capital of France.,FACTUAL
5480,AI is the greatest invention.,OPINION
5481,Every square is a rectangle.,LOGICAL
5482,This movie is fantastic.,OPINION
5483,If A>B and B>C then A>C.,LOGICAL
5484,The company was founded in 2010.,TEMPORAL
5485,If A>B and B>C then A>C.,LOGICAL
5486,The company was founded in 2010.,TEMPORAL
5487,The Olympics were held in Tokyo in 2021.,TEMPORAL
5488,The Earth is 149.6 million km from the Sun.,NUMERIC
5489,If A>B and B>C then A>C.,LOGICAL
5490,AI is the greatest invention.,OPINION
5491,The Olympics were held in Tokyo in 2021.,TEMPORAL
5492,Paris is the capital of France.,FACTUAL
5493,Every square is a rectangle.,LOGICAL
5494,Every square is a rectangle.,LOGICAL
5495,15 + 27 = 42.,NUMERIC
5496,AI is the greatest invention.,OPINION
5497,This movie is fantastic.,OPINION
5498,The Earth is 149.6 million km from the Sun.,NUMERIC
5499,Every square is a rectangle.,LOGICAL
5500,Every square is a rectangle.,LOGICAL
5501,Every square is a rectangle.,LOGICAL
5502,15 + 27 = 42.,NUMERIC
5503,India became independent in 1947.,TEMPORAL
5504,India became independent in 1947.,TEMPORAL
5505,The company was founded in 2010.,TEMPORAL
5506,All mammals are animals.,LOGICAL
5507,This movie is fantastic.,OPINION
5508,Every square is a rectangle.,LOGICAL
5509,AI is the greatest invention.,OPINION
5510,The Olympics were held in Tokyo in 2021.,TEMPORAL
5511,Every square is a rectangle.,LOGICAL
5512,Mount Everest is the tallest mountain.,FACTUAL
5513,If A>B and B>C then A>C.,LOGICAL
5514,AI is the greatest invention.,OPINION
5515,A triangle has 3 sides.,NUMERIC
5516,Python is the best language.,OPINION
5517,AI is the greatest invention.,OPINION
5518,The Earth is 149.6 million km from the Sun.,NUMERIC
5519,Water freezes at 0°C.,FACTUAL
5520,This movie is fantastic.,OPINION
5521,The Earth is 149.6 million km from the Sun.,NUMERIC
5522,Water freezes at 0°C.,FACTUAL
5523,AI is the greatest invention.,OPINION
5524,15 + 27 = 42.,NUMERIC
5525,A triangle has 3 sides.,NUMERIC
5526,Paris is the capital of France.,FACTUAL
5527,Every square is a rectangle.,LOGICAL
5528,Paris is the capital of France.,FACTUAL
5529,The Olympics were held in Tokyo in 2021.,TEMPORAL
5530,India became independent in 1947.,TEMPORAL
5531,The company was founded in 2010.,TEMPORAL
5532,Every square is a rectangle.,LOGICAL
5533,Mount Everest is the tallest mountain.,FACTUAL
5534,A triangle has 3 sides.,NUMERIC
5535,All mammals are animals.,LOGICAL
5536,India became independent in 1947.,TEMPORAL
5537,Python is the best language.,OPINION
5538,Mount Everest is the tallest mountain.,FACTUAL
5539,The Olympics were held in Tokyo in 2021.,TEMPORAL
5540,Every square is a rectangle.,LOGICAL
5541,This movie is fantastic.,OPINION
5542,15 + 27 = 42.,NUMERIC
5543,India became independent in 1947.,TEMPORAL
5544,India became independent in 1947.,TEMPORAL
5545,Paris is the capital of France.,FACTUAL
5546,The company was founded in 2010.,TEMPORAL
5547,AI is the greatest invention.,OPINION
5548,Mount Everest is the tallest mountain.,FACTUAL
5549,India became independent in 1947.,TEMPORAL
5550,The Olympics were held in Tokyo in 2021.,TEMPORAL
5551,Python is the best language.,OPINION
5552,Water freezes at 0°C.,FACTUAL
5553,Mount Everest is the tallest mountain.,FACTUAL
5554,AI is the greatest invention.,OPINION
5555,If A>B and B>C then A>C.,LOGICAL
5556,The Olympics were held in Tokyo in 2021.,TEMPORAL
5557,A triangle has 3 sides.,NUMERIC
5558,Python is the best language.,OPINION
5559,15 + 27 = 42.,NUMERIC
5560,All mammals are animals.,LOGICAL
5561,This movie is fantastic.,OPINION
5562,India became independent in 1947.,TEMPORAL
5563,India became independent in 1947.,TEMPORAL
5564,Every square is a rectangle.,LOGICAL
5565,All mammals are animals.,LOGICAL
5566,This movie is fantastic.,OPINION
5567,A triangle has 3 sides.,NUMERIC
5568,Mount Everest is the tallest mountain.,FACTUAL
5569,The Olympics were held in Tokyo in 2021.,TEMPORAL
5570,Python is the best language.,OPINION
5571,Water freezes at 0°C.,FACTUAL
5572,This movie is fantastic.,OPINION
5573,The Earth is 149.6 million km from the Sun.,NUMERIC
5574,The company was founded in 2010.,TEMPORAL
5575,All mammals are animals.,LOGICAL
5576,India became independent in 1947.,TEMPORAL
5577,A triangle has 3 sides.,NUMERIC
5578,A triangle has 3 sides.,NUMERIC
5579,Paris is the capital of France.,FACTUAL
5580,Every square is a rectangle.,LOGICAL
5581,If A>B and B>C then A>C.,LOGICAL
5582,15 + 27 = 42.,NUMERIC
5583,This movie is fantastic.,OPINION
5584,The Olympics were held in Tokyo in 2021.,TEMPORAL
5585,If A>B and B>C then A>C.,LOGICAL
5586,If A>B and B>C then A>C.,LOGICAL
5587,Mount Everest is the tallest mountain.,FACTUAL
5588,The Olympics were held in Tokyo in 2021.,TEMPORAL
5589,A triangle has 3 sides.,NUMERIC
5590,This movie is fantastic.,OPINION
5591,Paris is the capital of France.,FACTUAL
5592,The company was founded in 2010.,TEMPORAL
5593,Mount Everest is the tallest mountain.,FACTUAL
5594,The Olympics were held in Tokyo in 2021.,TEMPORAL
5595,A triangle has 3 sides.,NUMERIC
5596,The Earth is 149.6 million km from the Sun.,NUMERIC
5597,If A>B and B>C then A>C.,LOGICAL
5598,15 + 27 = 42.,NUMERIC
5599,A triangle has 3 sides.,NUMERIC
5600,A triangle has 3 sides.,NUMERIC
5601,Water freezes at 0°C.,FACTUAL
5602,AI is the greatest invention.,OPINION
5603,The Earth is 149.6 million km from the Sun.,NUMERIC
5604,Every square is a rectangle.,LOGICAL
5605,15 + 27 = 42.,NUMERIC
5606,Water freezes at 0°C.,FACTUAL
5607,All mammals are animals.,LOGICAL
5608,Paris is the capital of France.,FACTUAL
5609,Python is the best language.,OPINION
5610,The company was founded in 2010.,TEMPORAL
5611,All mammals are animals.,LOGICAL
5612,All mammals are animals.,LOGICAL
5613,Paris is the capital of France.,FACTUAL
5614,The Earth is 149.6 million km from the Sun.,NUMERIC
5615,If A>B and B>C then A>C.,LOGICAL
5616,AI is the greatest invention.,OPINION
5617,Every square is a rectangle.,LOGICAL
5618,Water freezes at 0°C.,FACTUAL
5619,If A>B and B>C then A>C.,LOGICAL
5620,If A>B and B>C then A>C.,LOGICAL
5621,Paris is the capital of France.,FACTUAL
5622,Paris is the capital of France.,FACTUAL
5623,Water freezes at 0°C.,FACTUAL
5624,AI is the greatest invention.,OPINION
5625,Mount Everest is the tallest mountain.,FACTUAL
5626,Python is the best language.,OPINION
5627,If A>B and B>C then A>C.,LOGICAL
5628,Mount Everest is the tallest mountain.,FACTUAL
5629,The Earth is 149.6 million km from the Sun.,NUMERIC
5630,Every square is a rectangle.,LOGICAL
5631,If A>B and B>C then A>C.,LOGICAL
5632,AI is the greatest invention.,OPINION
5633,Water freezes at 0°C.,FACTUAL
5634,Mount Everest is the tallest mountain.,FACTUAL
5635,AI is the greatest invention.,OPINION
5636,Every square is a rectangle.,LOGICAL
5637,Water freezes at 0°C.,FACTUAL
5638,Python is the best language.,OPINION
5639,This movie is fantastic.,OPINION
5640,Mount Everest is the tallest mountain.,FACTUAL
5641,Python is the best language.,OPINION
5642,Paris is the capital of France.,FACTUAL
5643,Paris is the capital of France.,FACTUAL
5644,Python is the best language.,OPINION
5645,15 + 27 = 42.,NUMERIC
5646,This movie is fantastic.,OPINION
5647,India became independent in 1947.,TEMPORAL
5648,Paris is the capital of France.,FACTUAL
5649,AI is the greatest invention.,OPINION
5650,15 + 27 = 42.,NUMERIC
5651,This movie is fantastic.,OPINION
5652,Paris is the capital of France.,FACTUAL
5653,Mount Everest is the tallest mountain.,FACTUAL
5654,The Olympics were held in Tokyo in 2021.,TEMPORAL
5655,AI is the greatest invention.,OPINION
5656,Every square is a rectangle.,LOGICAL
5657,Paris is the capital of France.,FACTUAL
5658,India became independent in 1947.,TEMPORAL
5659,This movie is fantastic.,OPINION
5660,This movie is fantastic.,OPINION
5661,A triangle has 3 sides.,NUMERIC
5662,Every square is a rectangle.,LOGICAL
5663,The company was founded in 2010.,TEMPORAL
5664,The company was founded in 2010.,TEMPORAL
5665,Python is the best language.,OPINION
5666,A triangle has 3 sides.,NUMERIC
5667,Mount Everest is the tallest mountain.,FACTUAL
5668,Paris is the capital of France.,FACTUAL
5669,Paris is the capital of France.,FACTUAL
5670,The Earth is 149.6 million km from the Sun.,NUMERIC
5671,15 + 27 = 42.,NUMERIC
5672,Python is the best language.,OPINION
5673,A triangle has 3 sides.,NUMERIC
5674,The Olympics were held in Tokyo in 2021.,TEMPORAL
5675,A triangle has 3 sides.,NUMERIC
5676,This movie is fantastic.,OPINION
5677,Mount Everest is the tallest mountain.,FACTUAL
5678,The Olympics were held in Tokyo in 2021.,TEMPORAL
5679,Every square is a rectangle.,LOGICAL
5680,The Earth is 149.6 million km from the Sun.,NUMERIC
5681,All mammals are animals.,LOGICAL
5682,The company was founded in 2010.,TEMPORAL
5683,Every square is a rectangle.,LOGICAL
5684,A triangle has 3 sides.,NUMERIC
5685,15 + 27 = 42.,NUMERIC
5686,The company was founded in 2010.,TEMPORAL
5687,A triangle has 3 sides.,NUMERIC
5688,The company was founded in 2010.,TEMPORAL
5689,Python is the best language.,OPINION
5690,The Earth is 149.6 million km from the Sun.,NUMERIC
5691,The Earth is 149.6 million km from the Sun.,NUMERIC
5692,If A>B and B>C then A>C.,LOGICAL
