id,response,atomic_claims
4730,Newton discovered a vaccine in 1928 and the event influenced modern science.,"[""Newton discovered a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4731,Newton announced gravity in 1928 and the event influenced modern science.,"[""Newton announced gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4732,Einstein announced gravity in 1905 and the event influenced modern science.,"[""Einstein announced gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4733,Google developed relativity in 2020 and the event influenced modern science.,"[""Google developed relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4734,Einstein announced a satellite in 2024 and the event influenced modern science.,"[""Einstein announced a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4735,Marie Curie developed a satellite in 1905 and the event influenced modern science.,"[""Marie Curie developed a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4736,Marie Curie launched a framework in 2020 and the event influenced modern science.,"[""Marie Curie launched a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4737,Marie Curie announced a framework in 2020 and the event influenced modern science.,"[""Marie Curie announced a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4738,NASA developed a framework in 1928 and the event influenced modern science.,"[""NASA developed a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4739,Newton announced relativity in 1928 and the event influenced modern science.,"[""Newton announced relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4740,Einstein created gravity in 1905 and the event influenced modern science.,"[""Einstein created gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4741,Einstein announced a framework in 2020 and the event influenced modern science.,"[""Einstein announced a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4742,Newton launched a vaccine in 1969 and the event influenced modern science.,"[""Newton launched a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4743,India announced a vaccine in 2020 and the event influenced modern science.,"[""India announced a vaccine."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4744,Google launched relativity in 2024 and the event influenced modern science.,"[""Google launched relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4745,Marie Curie announced a satellite in 1905 and the event influenced modern science.,"[""Marie Curie announced a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4746,WHO created a satellite in 2024 and the event influenced modern science.,"[""WHO created a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4747,WHO discovered a satellite in 1947 and the event influenced modern science.,"[""WHO discovered a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4748,NASA developed a vaccine in 1947 and the event influenced modern science.,"[""NASA developed a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
4749,Einstein launched a satellite in 1928 and the event influenced modern science.,"[""Einstein launched a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
4750,NASA created a satellite in 2024 and the event influenced modern science.,"[""NASA created a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4751,Marie Curie announced a satellite in 2020 and the event influenced modern science.,"[""Marie Curie announced a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4752,Google launched gravity in 1969 and the event influenced modern science.,"[""Google launched gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4753,Newton created a vaccine in 1969 and the event influenced modern science.,"[""Newton created a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4754,Marie Curie announced a satellite in 1969 and the event influenced modern science.,"[""Marie Curie announced a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
4755,WHO discovered a satellite in 1905 and the event influenced modern science.,"[""WHO discovered a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
4756,Einstein created a framework in 2020 and the event influenced modern science.,"[""Einstein created a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4757,Google announced relativity in 2020 and the event influenced modern science.,"[""Google announced relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4758,Marie Curie developed a satellite in 2020 and the event influenced modern science.,"[""Marie Curie developed a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4759,Newton created relativity in 2020 and the event influenced modern science.,"[""Newton created relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
4760,WHO developed a satellite in 2024 and the event influenced modern science.,"[""WHO developed a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
4761,India discovered a satellite in 1947 and the event influenced modern science.,"[""India discovered a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
